price,drive
3500,fwd
24990,rwd
9995,4wd
12900,4wd
26990,fwd
17990,fwd
99,4wd
16990,4wd
17998,rwd
41900,4wd
9650,rwd
17367,4wd
10500,fwd
30499,rwd
43845,4wd
38998,4wd
4888,rwd
58900,4wd
9497,4wd
14500,4wd
39590,fwd
32980,4wd
26990,4wd
18900,4wd
1000,4wd
12995,4wd
7995,4wd
3500,4wd
6500,rwd
54999,4wd
34590,4wd
28900,rwd
1988,fwd
47974,4wd
28995,4wd
34995,4wd
41999,4wd
15590,fwd
27590,fwd
4000,4wd
29990,4wd
13225,4wd
17590,fwd
24988,4wd
21998,rwd
10995,4wd
29999,4wd
6272,4wd
7498,4wd
2995,fwd
8995,fwd
26495,fwd
5495,4wd
13250,rwd
30990,4wd
4499,fwd
5000,fwd
4999,fwd
17500,fwd
4500,fwd
5950,4wd
11500,4wd
10900,4wd
4200,fwd
8900,fwd
40990,4wd
8997,fwd
42900,4wd
14980,rwd
19590,fwd
14990,fwd
55995,4wd
29990,4wd
23995,4wd
4950,fwd
30849,4wd
16960,4wd
19995,4wd
3995,fwd
20590,fwd
32999,4wd
17990,fwd
5600,fwd
36990,4wd
6995,rwd
500,fwd
14995,rwd
6995,fwd
13885,fwd
6200,fwd
11000,fwd
21997,rwd
6995,4wd
10997,fwd
26149,4wd
27995,4wd
23900,fwd
6995,4wd
3600,fwd
16995,rwd
17000,4wd
14900,4wd
12000,4wd
19990,rwd
8500,4wd
28998,fwd
7999,rwd
39998,4wd
44299,4wd
21583,rwd
37990,rwd
19500,4wd
35999,4wd
4500,fwd
20990,fwd
10000,4wd
21995,rwd
17997,fwd
800,4wd
217,4wd
9999,4wd
1,4wd
6990,fwd
3995,fwd
9800,fwd
15990,fwd
36999,4wd
18900,4wd
4995,fwd
24990,4wd
27990,fwd
7995,rwd
12900,4wd
44900,4wd
1850,fwd
24500,4wd
23500,fwd
39990,4wd
7990,rwd
6900,4wd
8900,4wd
7495,fwd
12998,rwd
30990,rwd
14950,4wd
32995,4wd
31999,4wd
25995,4wd
2500,4wd
3195,rwd
12495,fwd
5500,fwd
8199,fwd
26000,4wd
5500,4wd
14000,rwd
5995,4wd
7995,fwd
82950,rwd
27299,4wd
4495,fwd
3150,fwd
9257,fwd
17990,fwd
24990,fwd
9500,4wd
38590,fwd
43590,4wd
6700,fwd
13900,4wd
10980,fwd
28900,4wd
5250,fwd
34999,rwd
37856,4wd
6975,fwd
6500,fwd
9999,fwd
4600,fwd
24997,4wd
17900,4wd
44999,4wd
4850,4wd
49628,4wd
24000,4wd
8500,rwd
16000,4wd
1995,fwd
9500,rwd
30990,fwd
1,rwd
7995,fwd
24500,rwd
41000,fwd
16995,4wd
11995,4wd
5800,fwd
25990,rwd
3999,4wd
6999,4wd
347,4wd
9800,4wd
6995,fwd
21990,fwd
19888,rwd
18922,4wd
7500,4wd
10995,rwd
270,4wd
13900,rwd
29990,4wd
13995,fwd
15990,fwd
4913,4wd
32995,4wd
31900,rwd
23295,4wd
2000,4wd
2000,fwd
3850,4wd
6995,fwd
4200,fwd
5995,fwd
16990,rwd
4995,4wd
6000,4wd
4900,4wd
45039,4wd
2500,4wd
18590,fwd
2000,fwd
101,rwd
8999,fwd
8995,fwd
33990,4wd
35990,4wd
14999,4wd
6250,fwd
41500,rwd
25990,fwd
29799,4wd
4000,rwd
34688,4wd
21500,rwd
15900,fwd
19990,4wd
4999,fwd
18488,rwd
3500,4wd
25590,4wd
18990,fwd
16995,4wd
4200,fwd
34250,fwd
5200,fwd
9495,fwd
6575,fwd
13500,fwd
15995,rwd
25990,rwd
15975,4wd
38900,4wd
4000,rwd
500,fwd
19590,fwd
9800,fwd
27990,rwd
274,4wd
29590,4wd
2200,4wd
9000,fwd
2999,4wd
8999,fwd
46999,4wd
3400,fwd
33990,rwd
3100,fwd
31900,4wd
17990,fwd
16995,fwd
3300,fwd
9999,4wd
8000,rwd
12995,4wd
10900,fwd
5000,fwd
9995,4wd
2495,fwd
28990,rwd
5499,4wd
9500,4wd
9995,4wd
28985,fwd
24990,rwd
4888,fwd
3995,fwd
1,4wd
5800,rwd
232,fwd
36990,4wd
6500,4wd
6895,4wd
39900,4wd
34988,4wd
33900,rwd
12000,4wd
19995,4wd
21830,fwd
2900,fwd
28993,4wd
28500,4wd
26500,fwd
45000,rwd
5990,fwd
5500,fwd
563,rwd
1750,rwd
37990,4wd
8990,4wd
6600,fwd
33398,4wd
15000,fwd
5500,rwd
25500,fwd
83999,4wd
2500,fwd
1900,fwd
37995,4wd
16988,4wd
27990,4wd
42977,4wd
40000,4wd
17995,4wd
4895,fwd
23834,4wd
29990,4wd
17995,fwd
28990,4wd
4995,fwd
59988,4wd
12995,fwd
154,fwd
11995,rwd
39998,rwd
10345,4wd
14995,fwd
7995,4wd
47499,4wd
31500,4wd
16995,4wd
16095,rwd
12988,rwd
1500,rwd
7995,4wd
15988,4wd
25590,fwd
9700,fwd
33974,rwd
11699,fwd
28590,rwd
11646,fwd
34999,4wd
14500,4wd
17000,4wd
9495,fwd
4495,4wd
8496,rwd
25995,fwd
25998,fwd
10999,4wd
37500,4wd
17590,fwd
283,4wd
28900,4wd
3000,fwd
16490,fwd
170,fwd
14500,4wd
1500,4wd
6500,rwd
10500,fwd
1988,fwd
3688,rwd
26500,4wd
12000,rwd
36500,4wd
15990,fwd
29995,4wd
3900,4wd
22590,rwd
84999,4wd
4995,fwd
5200,rwd
11488,4wd
650,rwd
5950,4wd
46590,rwd
17288,fwd
12995,fwd
4500,4wd
514,4wd
24500,rwd
12977,4wd
14500,4wd
40590,4wd
37999,4wd
22990,rwd
1900,fwd
13900,fwd
23965,4wd
8998,fwd
9750,4wd
25590,4wd
7995,fwd
50995,4wd
10999,fwd
10500,4wd
2250,fwd
8888,4wd
7950,4wd
15000,4wd
3500,rwd
13000,fwd
54990,4wd
26999,4wd
13990,fwd
1200,fwd
878,4wd
11495,fwd
8900,fwd
19995,rwd
39995,4wd
3200,fwd
8990,rwd
46999,4wd
5299,rwd
7795,fwd
23599,4wd
783,4wd
19788,rwd
41990,fwd
25995,fwd
22590,rwd
17998,rwd
33890,4wd
14995,4wd
15890,fwd
7495,4wd
7995,fwd
28590,4wd
62500,rwd
3999,fwd
36990,4wd
28000,4wd
7950,fwd
42000,4wd
6995,fwd
23900,rwd
23590,fwd
6995,4wd
39452,4wd
20991,fwd
459,4wd
5500,4wd
11995,4wd
33500,4wd
20500,4wd
3500,4wd
2200,fwd
6990,fwd
38590,rwd
26701,4wd
8899,fwd
39999,4wd
4495,fwd
14995,4wd
25495,4wd
49995,rwd
1500,4wd
26990,fwd
17990,fwd
15222,fwd
24000,rwd
2500,rwd
3995,4wd
3500,rwd
27500,fwd
54000,4wd
17288,fwd
37121,4wd
10500,fwd
53877,4wd
8700,4wd
84900,rwd
30990,4wd
3500,4wd
3450,fwd
19590,4wd
13798,rwd
37990,fwd
8980,rwd
269,fwd
41988,4wd
24995,4wd
5000,fwd
7999,fwd
5000,4wd
10988,fwd
11000,4wd
23590,rwd
32590,4wd
3495,rwd
9900,fwd
5900,fwd
7801,fwd
6000,fwd
9900,4wd
15952,4wd
7500,rwd
25990,fwd
8973,fwd
28900,4wd
40880,4wd
30990,rwd
6995,4wd
27995,4wd
22995,4wd
12499,rwd
11980,4wd
37917,4wd
14990,fwd
22990,rwd
14000,4wd
4500,fwd
5850,4wd
15999,fwd
17582,4wd
500,fwd
34990,4wd
12000,4wd
28000,4wd
10500,rwd
1750,rwd
5250,4wd
10980,fwd
9500,fwd
15990,fwd
631,4wd
100,4wd
12990,4wd
4400,4wd
18995,4wd
31990,rwd
15500,rwd
54999,4wd
8999,fwd
35590,rwd
36900,4wd
8000,rwd
15900,rwd
11500,4wd
999,fwd
1950,4wd
16990,fwd
16900,4wd
32900,4wd
8900,4wd
8100,fwd
6450,4wd
14988,fwd
12995,rwd
20777,fwd
10995,fwd
164,fwd
42995,4wd
29500,4wd
26590,4wd
8995,fwd
5500,rwd
19946,4wd
39999,4wd
28990,fwd
3200,fwd
21590,fwd
12900,fwd
12514,fwd
16995,4wd
35990,fwd
40850,4wd
567,4wd
8500,rwd
23590,fwd
8995,4wd
26990,rwd
10422,fwd
13000,rwd
17534,fwd
9875,4wd
6988,fwd
38990,fwd
8500,4wd
13770,fwd
19995,fwd
4950,4wd
27990,4wd
7000,rwd
36999,4wd
34595,4wd
14990,fwd
30990,4wd
19730,fwd
23590,fwd
58687,4wd
8600,4wd
7500,rwd
21999,rwd
43995,4wd
37990,4wd
15988,4wd
13900,4wd
27990,rwd
5950,fwd
21995,4wd
39624,4wd
17590,fwd
19200,fwd
47991,4wd
44899,4wd
69638,4wd
34990,4wd
7995,fwd
38990,4wd
7000,4wd
15988,fwd
6995,fwd
31990,4wd
4200,4wd
13351,fwd
11688,fwd
27490,rwd
9499,4wd
43990,4wd
16990,4wd
26900,fwd
22896,4wd
7996,4wd
13700,4wd
4600,fwd
7995,rwd
5788,rwd
1000,fwd
33990,fwd
21500,4wd
4500,fwd
25990,fwd
1200,fwd
5500,rwd
9500,fwd
3495,fwd
7200,fwd
55995,4wd
37990,rwd
7900,fwd
5000,4wd
2499,fwd
1500,fwd
6995,fwd
18995,fwd
27998,4wd
15800,4wd
34990,4wd
12875,fwd
8997,4wd
27990,rwd
27995,rwd
23990,4wd
19850,rwd
22000,4wd
10999,4wd
19995,4wd
15995,4wd
13900,4wd
59998,rwd
7900,rwd
7999,rwd
29990,4wd
19798,4wd
10500,4wd
4950,4wd
35998,fwd
16870,4wd
22995,rwd
37995,4wd
24995,4wd
25443,4wd
5988,fwd
19590,fwd
2900,rwd
6995,4wd
22995,4wd
48000,rwd
48909,4wd
19990,fwd
13900,4wd
7499,4wd
20950,4wd
12395,4wd
1700,rwd
32900,fwd
6800,fwd
19500,rwd
27998,rwd
2500,4wd
46888,4wd
22495,4wd
31590,fwd
16590,fwd
6000,4wd
1600,4wd
14780,4wd
5450,4wd
7000,fwd
5500,rwd
12991,fwd
12750,fwd
9999,rwd
18995,4wd
14975,4wd
2400,rwd
9497,fwd
3100,fwd
13999,fwd
29995,rwd
1500,fwd
43900,4wd
22500,4wd
22500,rwd
24990,4wd
29990,4wd
105000,rwd
34990,4wd
12000,rwd
10995,fwd
26995,4wd
25995,4wd
10000,rwd
12995,4wd
20990,4wd
6800,fwd
9991,fwd
8995,rwd
8650,4wd
27900,rwd
17411,fwd
42999,4wd
8495,fwd
14950,fwd
34300,4wd
7999,4wd
12988,fwd
7500,rwd
9000,fwd
3999,fwd
16795,4wd
6900,fwd
21990,fwd
15590,fwd
41998,4wd
2995,fwd
42995,4wd
9495,4wd
8995,fwd
66199,4wd
9000,4wd
17000,fwd
17590,fwd
13000,4wd
22900,4wd
20998,4wd
24998,4wd
11997,4wd
6600,fwd
39995,4wd
18995,4wd
40000,fwd
7500,fwd
13436,4wd
23990,rwd
50000,4wd
1400,fwd
20799,rwd
6900,fwd
261,fwd
5977,4wd
13880,4wd
4500,fwd
13444,4wd
33990,rwd
14500,4wd
28940,rwd
32990,4wd
4998,fwd
1500,4wd
23449,fwd
1750,4wd
21991,rwd
5827,4wd
5900,fwd
3500,fwd
4495,fwd
8999,4wd
2900,fwd
29995,rwd
4900,4wd
55075,4wd
120000,rwd
31990,rwd
5197,fwd
239,fwd
11740,fwd
6500,fwd
7900,4wd
5950,4wd
12440,fwd
24900,rwd
15995,4wd
103799,rwd
6500,rwd
34598,4wd
21590,rwd
8250,rwd
64995,4wd
4795,fwd
3950,fwd
8500,fwd
36590,4wd
42990,fwd
7400,fwd
4500,4wd
10995,4wd
22950,rwd
16777,fwd
54991,4wd
59000,4wd
37990,4wd
4500,fwd
12995,rwd
13250,rwd
7995,fwd
7750,rwd
250,4wd
1,rwd
37990,rwd
342,4wd
8100,fwd
7999,4wd
42995,4wd
23500,fwd
27990,rwd
11995,4wd
29495,4wd
6000,4wd
241,fwd
31590,fwd
40988,4wd
48900,4wd
13299,fwd
10995,4wd
4500,4wd
403,4wd
11999,rwd
18995,rwd
26337,4wd
37998,4wd
18900,4wd
4495,fwd
8950,rwd
12999,4wd
50000,4wd
8499,fwd
11995,4wd
9500,4wd
3700,4wd
54999,4wd
25990,4wd
16995,fwd
6995,rwd
20000,4wd
17000,4wd
3600,fwd
28590,4wd
29725,4wd
3000,4wd
20931,fwd
15989,rwd
28924,4wd
39990,4wd
30990,rwd
8900,4wd
21990,rwd
28990,rwd
28995,fwd
11999,4wd
32590,rwd
8995,fwd
40823,4wd
8990,rwd
27988,fwd
6995,4wd
19999,rwd
8500,4wd
55000,rwd
26950,4wd
16990,fwd
53990,4wd
15500,4wd
27590,fwd
42999,4wd
10500,fwd
9988,4wd
43500,4wd
34000,4wd
34950,4wd
11381,fwd
33998,fwd
24000,rwd
35000,4wd
11988,4wd
45300,4wd
76100,4wd
35335,4wd
18500,fwd
7000,4wd
26590,fwd
8900,fwd
20590,fwd
15995,4wd
23990,rwd
39995,4wd
33590,4wd
3900,fwd
14,4wd
1900,rwd
3900,fwd
5800,rwd
31995,4wd
3499,fwd
22952,4wd
54995,4wd
49900,4wd
30988,4wd
17450,4wd
3950,rwd
15823,4wd
24000,rwd
35590,rwd
24990,rwd
12498,4wd
50550,4wd
4500,4wd
27798,rwd
8750,4wd
29990,fwd
30900,4wd
13495,rwd
8500,fwd
4450,fwd
49628,4wd
8995,4wd
39990,4wd
24999,4wd
17995,4wd
26990,4wd
13991,fwd
27495,4wd
9500,fwd
17500,4wd
13991,fwd
7880,4wd
23995,rwd
6888,fwd
32995,4wd
8900,rwd
13881,fwd
10000,rwd
16678,4wd
31995,4wd
6995,4wd
27997,4wd
25995,rwd
6500,fwd
32999,4wd
31694,4wd
24990,fwd
37990,rwd
7500,4wd
21900,4wd
32598,4wd
28995,rwd
13485,4wd
28049,4wd
7995,fwd
9999,rwd
20000,4wd
17990,4wd
8200,fwd
38495,4wd
193,fwd
21969,4wd
10999,4wd
37600,4wd
28590,fwd
1800,fwd
13200,fwd
11500,fwd
11999,fwd
24900,fwd
10500,4wd
17590,fwd
11493,fwd
6850,fwd
3995,fwd
295,fwd
1200,fwd
6799,fwd
10188,fwd
13900,fwd
31995,4wd
16590,fwd
19590,fwd
27995,4wd
215,fwd
10899,fwd
14900,fwd
5499,fwd
13500,fwd
21990,fwd
20590,fwd
14500,rwd
64998,4wd
4800,fwd
17900,4wd
8712,fwd
495,fwd
19900,4wd
10995,rwd
5000,rwd
8699,4wd
15985,4wd
12995,4wd
9994,4wd
54999,4wd
24000,4wd
17995,rwd
1495,rwd
7250,4wd
24995,4wd
19999,rwd
9800,rwd
54995,4wd
14990,4wd
14995,rwd
29499,4wd
20289,rwd
3995,fwd
28990,rwd
35590,4wd
23990,fwd
8000,rwd
37998,rwd
11495,rwd
4500,4wd
39995,4wd
24950,4wd
29931,4wd
14997,4wd
600,fwd
11999,4wd
9500,4wd
19590,fwd
25000,4wd
32590,rwd
6999,fwd
17590,fwd
62999,4wd
3500,rwd
19995,4wd
8500,4wd
13800,rwd
8250,fwd
16000,fwd
35000,4wd
3500,fwd
35990,4wd
26000,4wd
2600,4wd
703,4wd
34742,4wd
11900,4wd
25888,4wd
9990,fwd
28990,4wd
30488,fwd
44995,4wd
20888,rwd
23750,4wd
7200,fwd
3000,fwd
289,fwd
44990,4wd
7995,fwd
16900,4wd
36999,4wd
23590,4wd
53877,4wd
17000,fwd
11988,rwd
5000,fwd
4250,fwd
11988,rwd
20977,4wd
13900,rwd
30989,4wd
51950,rwd
4200,fwd
14475,4wd
12500,4wd
29000,4wd
3000,fwd
9500,rwd
20495,4wd
32990,4wd
37495,4wd
8900,fwd
19500,4wd
932,4wd
10995,fwd
31900,rwd
2999,4wd
39999,rwd
21500,rwd
6499,rwd
4400,4wd
2200,fwd
14777,fwd
7500,rwd
14999,fwd
27395,4wd
8000,4wd
1500,fwd
44990,rwd
6495,fwd
12446,fwd
14500,4wd
34990,rwd
13999,fwd
17000,fwd
2700,fwd
3900,fwd
7800,rwd
5200,rwd
15997,fwd
6800,fwd
27590,fwd
54988,4wd
29999,4wd
29990,4wd
8995,4wd
10450,4wd
6200,fwd
17350,4wd
46590,rwd
15000,rwd
8900,fwd
23900,fwd
9450,fwd
13999,4wd
13826,fwd
5000,fwd
427,fwd
9400,4wd
31590,rwd
7700,4wd
5500,fwd
5900,4wd
7995,fwd
4995,4wd
16433,fwd
10995,4wd
44999,4wd
3500,fwd
5900,4wd
10995,4wd
13995,4wd
10000,4wd
18500,4wd
2200,fwd
22590,fwd
6900,fwd
229500,rwd
5988,4wd
20990,fwd
27590,4wd
91350,fwd
10898,fwd
37990,rwd
24995,rwd
11995,rwd
5950,rwd
4650,4wd
25990,rwd
20000,4wd
27000,rwd
9500,rwd
27619,fwd
5998,fwd
27590,fwd
4995,fwd
309,4wd
3750,fwd
4995,rwd
31995,rwd
17500,4wd
18990,fwd
63000,rwd
9999,rwd
6495,fwd
12999,4wd
27450,rwd
15995,fwd
24995,4wd
2300,rwd
7000,4wd
57781,4wd
9995,4wd
49628,4wd
11995,4wd
11999,rwd
5499,fwd
6000,rwd
34990,4wd
5850,fwd
3500,fwd
38990,4wd
15988,fwd
5000,rwd
6995,fwd
219,4wd
39977,4wd
4450,4wd
3000,4wd
12995,fwd
4995,fwd
19998,4wd
18990,4wd
26990,fwd
10089,4wd
17993,4wd
46990,4wd
20900,fwd
19990,rwd
6200,rwd
15000,fwd
42999,4wd
1000,fwd
58999,4wd
7299,fwd
7988,4wd
12600,fwd
22990,rwd
23222,rwd
175,fwd
9995,rwd
13995,4wd
15000,rwd
6000,fwd
11900,fwd
29777,4wd
22499,4wd
15000,4wd
24500,rwd
24990,rwd
2500,fwd
4999,fwd
4995,4wd
20995,rwd
30,fwd
18995,4wd
23990,4wd
15995,4wd
34990,rwd
6995,rwd
4000,fwd
5499,fwd
51880,4wd
23931,4wd
4995,fwd
7999,fwd
38500,4wd
11500,fwd
4490,4wd
36999,rwd
29999,4wd
30980,4wd
15999,4wd
30990,4wd
4975,fwd
5900,4wd
4895,fwd
16800,fwd
4990,4wd
24983,rwd
18990,rwd
6350,fwd
207,fwd
9823,fwd
37786,4wd
31990,4wd
13995,4wd
18495,fwd
1000,fwd
30990,rwd
56500,rwd
2695,4wd
39900,4wd
35900,4wd
19990,fwd
2500,fwd
21579,4wd
12500,rwd
25745,4wd
19590,rwd
8995,fwd
4999,fwd
30798,rwd
32499,fwd
23488,fwd
22999,4wd
41999,4wd
14430,4wd
12498,fwd
53433,rwd
29800,fwd
1500,rwd
13500,4wd
4500,rwd
3999,fwd
7900,rwd
31990,4wd
19999,4wd
28998,4wd
1400,rwd
18990,4wd
18900,4wd
38295,4wd
46282,4wd
6000,fwd
43991,rwd
39999,4wd
9995,fwd
13988,4wd
18377,fwd
7500,4wd
1000,fwd
2100,4wd
19995,4wd
700,4wd
26495,rwd
19590,4wd
7200,fwd
14900,4wd
7999,4wd
17990,4wd
5999,fwd
5988,fwd
6995,fwd
20999,4wd
6950,fwd
5998,4wd
60000,fwd
12155,fwd
53995,4wd
7400,4wd
9995,fwd
59990,4wd
20999,4wd
7888,fwd
16999,4wd
14500,4wd
8950,4wd
10995,4wd
14990,fwd
11995,fwd
12790,4wd
23990,rwd
21688,fwd
11999,fwd
2750,fwd
33990,rwd
9995,4wd
24990,fwd
3995,fwd
14900,rwd
21500,rwd
662,4wd
4550,4wd
29000,4wd
9599,fwd
250,4wd
14500,4wd
13995,4wd
18000,rwd
42900,4wd
6000,4wd
9975,fwd
10984,fwd
26595,fwd
47100,4wd
7500,4wd
499,rwd
9500,rwd
21990,fwd
2000,fwd
28000,rwd
5995,4wd
11995,rwd
900,4wd
44900,4wd
8995,4wd
3500,4wd
14990,4wd
32590,rwd
20995,fwd
12495,4wd
22990,fwd
22990,4wd
13995,rwd
5000,rwd
15900,4wd
42999,4wd
7495,4wd
24590,rwd
43788,4wd
5600,4wd
12999,rwd
25995,4wd
10999,4wd
19500,fwd
28000,4wd
7900,fwd
17499,4wd
7900,rwd
7949,4wd
5495,fwd
35590,rwd
53995,4wd
14500,4wd
5000,4wd
31000,rwd
22999,rwd
30990,fwd
54900,4wd
20590,fwd
99,4wd
12495,4wd
43995,4wd
1500,fwd
7995,fwd
34526,rwd
15990,4wd
26990,rwd
17000,rwd
5300,fwd
9500,fwd
18995,4wd
3000,4wd
47997,4wd
14211,fwd
19495,4wd
42995,4wd
16495,4wd
21590,fwd
27990,4wd
3999,fwd
5200,fwd
13500,4wd
9995,rwd
21950,4wd
34995,rwd
93,4wd
16990,fwd
24995,fwd
18995,rwd
7499,4wd
8500,4wd
19990,rwd
26729,fwd
13995,4wd
34590,fwd
232,fwd
7500,4wd
36152,4wd
21589,4wd
15990,rwd
42000,4wd
15990,fwd
10995,rwd
33998,4wd
15500,rwd
5000,4wd
49765,4wd
34590,4wd
49991,4wd
22999,rwd
39000,4wd
3495,fwd
3200,4wd
32995,4wd
24990,rwd
18997,4wd
2000,4wd
6495,fwd
32590,rwd
12995,4wd
14000,4wd
7899,4wd
6750,4wd
7299,fwd
18500,rwd
10995,rwd
30990,fwd
31990,rwd
9800,4wd
4200,fwd
5500,4wd
5500,4wd
11995,4wd
10000,fwd
6995,fwd
7500,4wd
13995,4wd
33500,4wd
29995,fwd
30988,4wd
5990,fwd
1800,fwd
4400,fwd
16900,4wd
38000,4wd
33500,4wd
19990,fwd
48957,4wd
8950,fwd
15990,fwd
40990,rwd
16995,fwd
43000,rwd
9995,rwd
14989,rwd
547,rwd
18995,4wd
79,4wd
2900,fwd
8495,4wd
11999,4wd
11600,rwd
4595,fwd
55981,4wd
28500,4wd
25990,fwd
22990,fwd
15649,rwd
6900,fwd
102999,rwd
8000,4wd
69999,4wd
41998,4wd
7991,4wd
8000,4wd
2500,rwd
9999,fwd
5700,fwd
13900,fwd
263,4wd
38999,4wd
29995,rwd
1,4wd
331,4wd
54991,4wd
4495,fwd
17460,fwd
2800,rwd
1000,fwd
4995,4wd
11495,4wd
21000,fwd
4999,fwd
49628,4wd
39999,4wd
23590,fwd
11900,rwd
33999,4wd
19900,fwd
29997,rwd
17990,fwd
311,4wd
15301,rwd
2500,4wd
21988,fwd
9991,fwd
20949,4wd
39590,rwd
49531,4wd
23998,fwd
13575,4wd
3000,4wd
12500,4wd
17988,fwd
2900,4wd
4000,4wd
16999,4wd
18897,rwd
4695,fwd
11997,4wd
3500,fwd
28590,fwd
37583,4wd
36590,4wd
6995,fwd
11997,4wd
33999,rwd
37583,4wd
12500,rwd
5000,fwd
12990,fwd
8950,4wd
5000,rwd
29590,4wd
31995,4wd
21870,4wd
122420,fwd
37990,rwd
34985,4wd
8988,4wd
51945,4wd
47995,4wd
43,rwd
100,fwd
3495,4wd
9350,fwd
4500,fwd
509,4wd
32999,4wd
33990,rwd
18000,rwd
43999,4wd
21998,4wd
9500,4wd
18990,fwd
2488,4wd
10000,rwd
32990,rwd
12995,4wd
39950,4wd
20000,rwd
29999,4wd
15500,4wd
15495,rwd
5800,fwd
9999,fwd
37995,4wd
15995,4wd
15590,fwd
38990,rwd
1000,fwd
3990,fwd
12995,fwd
2900,fwd
14995,4wd
4998,fwd
24581,fwd
11995,rwd
34997,4wd
21999,4wd
2995,4wd
34990,4wd
3200,fwd
21590,fwd
567,4wd
22998,fwd
25990,4wd
9876,fwd
58995,4wd
7250,fwd
26590,fwd
29500,fwd
39999,4wd
14995,4wd
81981,4wd
37000,4wd
5600,fwd
44146,4wd
19990,4wd
6500,fwd
38590,rwd
33995,fwd
28590,rwd
24500,rwd
12980,4wd
10999,4wd
17995,fwd
6995,4wd
10995,fwd
8395,fwd
33997,4wd
7499,fwd
6995,fwd
7500,4wd
33986,4wd
38990,4wd
44995,4wd
2600,fwd
8000,fwd
3995,4wd
9900,4wd
34590,rwd
23590,fwd
8500,fwd
7995,fwd
5950,fwd
14995,4wd
4650,fwd
57493,4wd
7000,fwd
39990,rwd
18990,fwd
14900,fwd
68297,4wd
66995,4wd
22990,rwd
8900,rwd
19900,4wd
3200,fwd
5950,fwd
26990,rwd
24595,4wd
13777,fwd
31990,rwd
26590,rwd
49999,4wd
43991,rwd
8000,rwd
8000,4wd
4700,fwd
17483,fwd
11913,fwd
6795,fwd
234,4wd
28590,rwd
13990,4wd
2000,fwd
23995,rwd
9500,4wd
34990,4wd
43990,4wd
6995,fwd
21894,4wd
16000,fwd
52999,4wd
35000,4wd
11988,fwd
15900,fwd
11000,rwd
58000,4wd
8500,rwd
16222,fwd
51800,rwd
23989,4wd
8999,4wd
23998,4wd
1950,fwd
367,fwd
14000,rwd
26999,4wd
1000,fwd
23995,4wd
40995,4wd
10999,fwd
38900,4wd
15990,fwd
34990,4wd
24000,4wd
31995,rwd
28950,4wd
149,4wd
18000,fwd
3995,rwd
47100,4wd
5495,fwd
10500,4wd
14444,rwd
5650,4wd
13495,4wd
6999,rwd
4450,4wd
39500,rwd
19990,rwd
31750,4wd
25000,fwd
17500,rwd
31495,4wd
8900,fwd
13500,rwd
32990,fwd
15950,rwd
14588,fwd
16590,fwd
6950,4wd
17899,4wd
3800,fwd
14340,fwd
21990,4wd
57590,4wd
3995,fwd
10900,fwd
21989,fwd
24991,rwd
29590,fwd
6500,4wd
5995,4wd
7000,rwd
4500,4wd
15900,4wd
4600,fwd
100995,4wd
2900,fwd
6995,fwd
19500,fwd
5800,rwd
57000,4wd
10998,fwd
20701,4wd
86999,4wd
7995,fwd
4400,rwd
9200,fwd
69999,4wd
5990,4wd
10000,4wd
4900,fwd
33900,4wd
11950,fwd
2300,4wd
19995,4wd
29900,4wd
11490,4wd
18989,fwd
12830,fwd
155000,4wd
14795,fwd
5900,4wd
36590,fwd
52573,4wd
20990,4wd
29980,rwd
21111,4wd
61999,4wd
3999,4wd
8200,fwd
4990,fwd
16500,fwd
26995,4wd
9450,fwd
17900,fwd
32990,4wd
26990,rwd
8300,fwd
14980,4wd
6950,fwd
19990,rwd
11700,fwd
15995,fwd
24977,4wd
3000,fwd
15800,4wd
26990,4wd
26500,rwd
16595,4wd
24990,rwd
21990,fwd
7495,4wd
3200,fwd
29999,4wd
7500,rwd
11990,fwd
8995,fwd
6500,4wd
34990,rwd
28888,rwd
39999,4wd
11952,fwd
64999,4wd
31590,rwd
9995,fwd
24997,4wd
16990,fwd
24100,fwd
31990,fwd
4500,4wd
32900,4wd
65995,4wd
6495,fwd
2995,rwd
40590,4wd
4500,4wd
9999,fwd
10995,fwd
16590,fwd
58444,4wd
43995,4wd
7200,rwd
5300,fwd
5995,fwd
22999,4wd
37998,4wd
48460,4wd
32990,rwd
10000,4wd
14999,4wd
27990,rwd
8999,4wd
20990,rwd
8995,fwd
13249,fwd
10995,4wd
16000,4wd
11500,fwd
8900,4wd
22795,4wd
36500,rwd
10999,4wd
14991,fwd
7988,fwd
36495,4wd
21500,rwd
36999,4wd
22995,4wd
21492,fwd
21590,4wd
37428,4wd
12875,4wd
23500,rwd
15000,rwd
13991,rwd
8992,fwd
17995,fwd
37995,4wd
33888,rwd
15990,fwd
12980,fwd
44902,4wd
6495,fwd
20000,4wd
17999,4wd
22500,fwd
5950,4wd
27999,rwd
7999,fwd
18998,4wd
8995,fwd
52999,4wd
27,rwd
27999,4wd
5500,4wd
15999,4wd
10798,rwd
4275,4wd
11495,fwd
43995,4wd
10000,4wd
17901,4wd
3500,4wd
12800,rwd
22590,fwd
13980,rwd
4750,4wd
25729,rwd
27990,rwd
8500,4wd
59900,rwd
1,4wd
18590,fwd
17990,fwd
21995,4wd
14495,fwd
37991,4wd
2995,rwd
15250,fwd
34590,4wd
11995,fwd
32990,fwd
7480,fwd
39990,rwd
16495,4wd
10901,4wd
6000,4wd
8995,fwd
15950,fwd
44999,4wd
